Agentura,Datum,Hodnota,Průměr,Strana,size
Emnid,2024-02-17,5.0,,BSW,6
Forsa,2024-02-16,30.0,,CDU/CSU,6
Forsa,2024-02-16,15.0,,SPD,6
Forsa,2024-02-16,14.0,,Grüne,6
Forsa,2024-02-16,5.0,,FDP,6
Forsa,2024-02-16,3.0,,Linke,6
Forsa,2024-02-16,17.0,,AfD,6
Forsa,2024-02-16,4.0,,BSW,6
Insa,2024-02-17,30.5,,CDU/CSU,6
Insa,2024-02-17,14.5,,SPD,6
Insa,2024-02-17,12.5,,Grüne,6
Insa,2024-02-17,4.5,,FDP,6
Insa,2024-02-17,3.5,,Linke,6
Insa,2024-02-17,19.5,,AfD,6
Insa,2024-02-17,7.5,,BSW,6
Insa,2024-02-14,31.0,,CDU/CSU,6
Insa,2024-02-14,14.0,,SPD,6
Insa,2024-02-14,13.0,,Grüne,6
Insa,2024-02-14,4.0,,FDP,6
Insa,2024-02-14,3.0,,Linke,6
Insa,2024-02-14,19.0,,AfD,6
Insa,2024-02-14,8.0,,BSW,6
Allensbach,2024-02-09,32.0,,CDU/CSU,6
Allensbach,2024-02-09,15.0,,SPD,6
Allensbach,2024-02-09,14.0,,Grüne,6
Allensbach,2024-02-09,6.0,,FDP,6
Allensbach,2024-02-09,3.0,,Linke,6
Allensbach,2024-02-09,18.0,,AfD,6
Allensbach,2024-02-09,7.0,,BSW,6
Forsa,2024-02-09,31.0,,CDU/CSU,6
Forsa,2024-02-09,15.0,,SPD,6
Forsa,2024-02-09,14.0,,Grüne,6
Forsa,2024-02-09,4.0,,FDP,6
Forsa,2024-02-09,3.0,,Linke,6
Forsa,2024-02-09,18.0,,AfD,6
Forsa,2024-02-09,5.0,,BSW,6
Insa,2024-02-10,30.0,,CDU/CSU,6
Insa,2024-02-10,15.0,,SPD,6
Insa,2024-02-10,12.5,,Grüne,6
Insa,2024-02-10,3.5,,FDP,6
Insa,2024-02-10,3.5,,Linke,6
Insa,2024-02-10,20.5,,AfD,6
Insa,2024-02-10,7.5,,BSW,6
Insa,2024-02-06,30.0,,CDU/CSU,6
Insa,2024-02-06,15.0,,SPD,6
Insa,2024-02-06,13.0,,Grüne,6
Insa,2024-02-06,4.0,,FDP,6
Insa,2024-02-06,3.0,,Linke,6
Insa,2024-02-06,20.0,,AfD,6
Insa,2024-02-06,7.0,,BSW,6
Yougov,2024-02-04,31.0,,CDU/CSU,6
Yougov,2024-02-04,14.0,,SPD,6
Yougov,2024-02-04,12.0,,Grüne,6
Yougov,2024-02-04,4.0,,FDP,6
Yougov,2024-02-04,3.0,,Linke,6
Yougov,2024-02-04,20.0,,AfD,6
Yougov,2024-02-04,7.0,,BSW,6
Gms,2024-02-02,32.0,,CDU/CSU,6
Gms,2024-02-02,16.0,,SPD,6
Gms,2024-02-02,13.0,,Grüne,6
Gms,2024-02-02,4.0,,FDP,6
Gms,2024-02-02,2.0,,Linke,6
Gms,2024-02-02,18.0,,AfD,6
Gms,2024-02-02,5.0,,BSW,6
Insa,2024-02-03,30.0,,CDU/CSU,6
Insa,2024-02-03,15.0,,SPD,6
Insa,2024-02-03,12.5,,Grüne,6
Insa,2024-02-03,4.5,,FDP,6
Insa,2024-02-03,3.5,,Linke,6
Insa,2024-02-03,20.5,,AfD,6
Insa,2024-02-03,7.5,,BSW,6
Forsa,2024-02-01,31.0,,CDU/CSU,6
Forsa,2024-02-01,15.0,,SPD,6
Forsa,2024-02-01,14.0,,Grüne,6
Forsa,2024-02-01,4.0,,FDP,6
Forsa,2024-02-01,3.0,,Linke,6
Forsa,2024-02-01,18.0,,AfD,6
Forsa,2024-02-01,5.0,,BSW,6
Insa,2024-01-31,30.0,,CDU/CSU,6
Insa,2024-01-31,15.0,,SPD,6
Insa,2024-01-31,13.0,,Grüne,6
Insa,2024-01-31,4.0,,FDP,6
Insa,2024-01-31,4.0,,Linke,6
Insa,2024-01-31,20.0,,AfD,6
Insa,2024-01-31,7.0,,BSW,6
Politbarometer,2024-01-31,31.0,,CDU/CSU,6
Politbarometer,2024-01-31,15.0,,SPD,6
Politbarometer,2024-01-31,13.0,,Grüne,6
Politbarometer,2024-01-31,4.0,,FDP,6
Politbarometer,2024-01-31,3.0,,Linke,6
Politbarometer,2024-01-31,19.0,,AfD,6
Politbarometer,2024-01-31,6.0,,BSW,6
Dimap,2024-01-30,30.0,,CDU/CSU,6
Dimap,2024-01-30,16.0,,SPD,6
Dimap,2024-01-30,14.0,,Grüne,6
Dimap,2024-01-30,4.0,,FDP,6
Dimap,2024-01-30,3.0,,Linke,6
Dimap,2024-01-30,19.0,,AfD,6
Dimap,2024-01-30,5.0,,BSW,6
Forsa,2024-01-26,32.0,,CDU/CSU,6
Forsa,2024-01-26,15.0,,SPD,6
Forsa,2024-01-26,14.0,,Grüne,6
Forsa,2024-01-26,3.0,,FDP,6
Forsa,2024-01-26,3.0,,Linke,6
Forsa,2024-01-26,19.0,,AfD,6
Forsa,2024-01-26,3.0,,BSW,6
Insa,2024-01-27,30.0,,CDU/CSU,6
Insa,2024-01-27,14.5,,SPD,6
Insa,2024-01-27,12.5,,Grüne,6
Insa,2024-01-27,5.0,,FDP,6
Insa,2024-01-27,3.5,,Linke,6
Insa,2024-01-27,21.0,,AfD,6
Insa,2024-01-27,7.0,,BSW,6
Insa,2024-01-24,31.0,,CDU/CSU,6
Insa,2024-01-24,14.0,,SPD,6
Insa,2024-01-24,13.0,,Grüne,6
Insa,2024-01-24,4.0,,FDP,6
Insa,2024-01-24,4.0,,Linke,6
Insa,2024-01-24,21.0,,AfD,6
Insa,2024-01-24,7.0,,BSW,6
Emnid,2024-01-19,29.0,,CDU/CSU,6
Emnid,2024-01-19,16.0,,SPD,6
Emnid,2024-01-19,16.0,,Grüne,6
Emnid,2024-01-19,4.0,,FDP,6
Emnid,2024-01-19,4.0,,Linke,6
Emnid,2024-01-19,19.0,,AfD,6
Emnid,2024-01-19,3.0,,BSW,6
Forsa,2024-01-19,31.0,,CDU/CSU,6
Forsa,2024-01-19,14.0,,SPD,6
Forsa,2024-01-19,14.0,,Grüne,6
Forsa,2024-01-19,4.0,,FDP,6
Forsa,2024-01-19,4.0,,Linke,6
Forsa,2024-01-19,20.0,,AfD,6
Forsa,2024-01-19,3.0,,BSW,6
Insa,2024-01-20,30.5,,CDU/CSU,6
Insa,2024-01-20,13.5,,SPD,6
Insa,2024-01-20,12.5,,Grüne,6
Insa,2024-01-20,5.0,,FDP,6
Insa,2024-01-20,3.0,,Linke,6
Insa,2024-01-20,21.5,,AfD,6
Insa,2024-01-17,30.0,,CDU/CSU,6
Insa,2024-01-17,13.0,,SPD,6
Insa,2024-01-17,13.0,,Grüne,6
Insa,2024-01-17,5.0,,FDP,6
Insa,2024-01-17,3.0,,Linke,6
Insa,2024-01-17,22.0,,AfD,6
Insa,2024-01-17,7.0,,BSW,6
Allensbach,2024-01-11,34.0,,CDU/CSU,6
Allensbach,2024-01-11,15.0,,SPD,6
Allensbach,2024-01-11,13.5,,Grüne,6
Allensbach,2024-01-11,6.0,,FDP,6
Allensbach,2024-01-11,4.0,,Linke,6
Allensbach,2024-01-11,19.5,,AfD,6
Forsa,2024-01-12,31.0,,CDU/CSU,6
Forsa,2024-01-12,13.0,,SPD,6
Forsa,2024-01-12,14.0,,Grüne,6
Forsa,2024-01-12,4.0,,FDP,6
Forsa,2024-01-12,4.0,,Linke,6
Forsa,2024-01-12,22.0,,AfD,6
Insa,2024-01-13,31.0,,CDU/CSU,6
Insa,2024-01-13,14.0,,SPD,6
Insa,2024-01-13,12.0,,Grüne,6
Insa,2024-01-13,5.0,,FDP,6
Insa,2024-01-13,4.0,,Linke,6
Insa,2024-01-13,23.0,,AfD,6
Insa,2024-01-10,30.0,,CDU/CSU,6
Insa,2024-01-10,15.0,,SPD,6
Insa,2024-01-10,12.0,,Grüne,6
Insa,2024-01-10,5.0,,FDP,6
Insa,2024-01-10,4.0,,Linke,6
Insa,2024-01-10,22.0,,AfD,6
Emnid,2024-01-10,31.0,,CDU/CSU,6
Emnid,2024-01-10,14.0,,SPD,6
Emnid,2024-01-10,16.0,,Grüne,6
Emnid,2024-01-10,4.0,,FDP,6
Emnid,2024-01-10,4.0,,Linke,6
Emnid,2024-01-10,22.0,,AfD,6
Politbarometer,2024-01-10,31.0,,CDU/CSU,6
Politbarometer,2024-01-10,13.0,,SPD,6
Politbarometer,2024-01-10,14.0,,Grüne,6
Politbarometer,2024-01-10,4.0,,FDP,6
Politbarometer,2024-01-10,4.0,,Linke,6
Politbarometer,2024-01-10,22.0,,AfD,6
Politbarometer,2024-01-10,4.0,,BSW,6
Forsa,2024-01-05,30.0,,CDU/CSU,6
Forsa,2024-01-05,15.0,,SPD,6
Forsa,2024-01-05,14.0,,Grüne,6
Forsa,2024-01-05,4.0,,FDP,6
Forsa,2024-01-05,4.0,,Linke,6
Forsa,2024-01-05,22.0,,AfD,6
Insa,2024-01-06,32.0,,CDU/CSU,6
Insa,2024-01-06,16.0,,SPD,6
Insa,2024-01-06,12.0,,Grüne,6
Insa,2024-01-06,5.0,,FDP,6
Insa,2024-01-06,4.0,,Linke,6
Insa,2024-01-06,23.0,,AfD,6
Yougov,2024-01-05,29.0,,CDU/CSU,6
Yougov,2024-01-05,15.0,,SPD,6
Yougov,2024-01-05,12.0,,Grüne,6
Yougov,2024-01-05,6.0,,FDP,6
Yougov,2024-01-05,5.0,,Linke,6
Yougov,2024-01-05,24.0,,AfD,6
Insa,2024-01-03,31.0,,CDU/CSU,6
Insa,2024-01-03,16.0,,SPD,6
Insa,2024-01-03,12.0,,Grüne,6
Insa,2024-01-03,5.0,,FDP,6
Insa,2024-01-03,4.0,,Linke,6
Insa,2024-01-03,23.0,,AfD,6
Dimap,2024-01-02,31.0,,CDU/CSU,6
Dimap,2024-01-02,14.0,,SPD,6
Dimap,2024-01-02,13.0,,Grüne,6
Dimap,2024-01-02,5.0,,FDP,6
Dimap,2024-01-02,4.0,,Linke,6
Dimap,2024-01-02,22.0,,AfD,6
Gms,2024-06-30,33.0,,CDU/CSU,6
Gms,2024-06-30,14.0,,SPD,6
Gms,2024-06-30,13.0,,Grüne,6
Gms,2024-06-30,6.0,,FDP,6
Gms,2024-06-30,3.0,,Linke,6
Gms,2024-06-30,23.0,,AfD,6
Insa,2024-07-01,32.0,,CDU/CSU,6
Insa,2024-07-01,15.0,,SPD,6
Insa,2024-07-01,13.0,,Grüne,6
Insa,2024-07-01,5.0,,FDP,6
Insa,2024-07-01,4.0,,Linke,6
Insa,2024-07-01,22.5,,AfD,6
Insa,2023-12-28,32.0,,CDU/CSU,6
Insa,2023-12-28,15.0,,SPD,6
Insa,2023-12-28,12.0,,Grüne,6
Insa,2023-12-28,5.0,,FDP,6
Insa,2023-12-28,4.0,,Linke,6
Insa,2023-12-28,23.0,,AfD,6
Insa,2023-12-24,32.0,,CDU/CSU,6
Insa,2023-12-24,15.0,,SPD,6
Insa,2023-12-24,12.0,,Grüne,6
Insa,2023-12-24,5.0,,FDP,6
Insa,2023-12-24,4.0,,Linke,6
Insa,2023-12-24,23.0,,AfD,6
Insa,2023-12-20,32.0,,CDU/CSU,6
Insa,2023-12-20,15.0,,SPD,6
Insa,2023-12-20,12.0,,Grüne,6
Insa,2023-12-20,5.0,,FDP,6
Insa,2023-12-20,4.0,,Linke,6
Insa,2023-12-20,22.0,,AfD,6
Dimap,2023-12-19,32.0,,CDU/CSU,6
Dimap,2023-12-19,14.0,,SPD,6
Dimap,2023-12-19,14.0,,Grüne,6
Dimap,2023-12-19,5.0,,FDP,6
Dimap,2023-12-19,3.0,,Linke,6
Dimap,2023-12-19,21.0,,AfD,6
Forsa,2023-12-15,31.0,,CDU/CSU,6
Forsa,2023-12-15,14.0,,SPD,6
Forsa,2023-12-15,13.0,,Grüne,6
Forsa,2023-12-15,5.0,,FDP,6
Forsa,2023-12-15,3.0,,Linke,6
Forsa,2023-12-15,23.0,,AfD,6
Insa,2023-12-16,31.5,,CDU/CSU,6
Insa,2023-12-16,15.5,,SPD,6
Insa,2023-12-16,12.5,,Grüne,6
Insa,2023-12-16,5.0,,FDP,6
Insa,2023-12-16,4.0,,Linke,6
Insa,2023-12-16,23.0,,AfD,6
Insa,2023-12-13,32.0,,CDU/CSU,6
Insa,2023-12-13,15.0,,SPD,6
Insa,2023-12-13,12.0,,Grüne,6
Insa,2023-12-13,5.0,,FDP,6
Insa,2023-12-13,4.0,,Linke,6
Insa,2023-12-13,23.0,,AfD,6
Allensbach,2023-12-07,34.0,,CDU/CSU,6
Allensbach,2023-12-07,17.0,,SPD,6
Allensbach,2023-12-07,15.0,,Grüne,6
Allensbach,2023-12-07,5.0,,FDP,6
Allensbach,2023-12-07,3.5,,Linke,6
Allensbach,2023-12-07,18.0,,AfD,6
Politbarometer,2023-12-13,32.0,,CDU/CSU,6
Politbarometer,2023-12-13,14.0,,SPD,6
Politbarometer,2023-12-13,14.0,,Grüne,6
Politbarometer,2023-12-13,5.0,,FDP,6
Politbarometer,2023-12-13,4.0,,Linke,6
Politbarometer,2023-12-13,22.0,,AfD,6
Emnid,2023-12-10,31.0,,CDU/CSU,6
Emnid,2023-12-10,15.0,,SPD,6
Emnid,2023-12-10,15.0,,Grüne,6
Emnid,2023-12-10,4.0,,FDP,6
Emnid,2023-12-10,4.0,,Linke,6
Emnid,2023-12-10,21.0,,AfD,6
Emnid,2023-12-09,30.0,,CDU/CSU,6
Emnid,2023-12-09,15.0,,SPD,6
Emnid,2023-12-09,16.0,,Grüne,6
Emnid,2023-12-09,5.0,,FDP,6
Emnid,2023-12-09,4.0,,Linke,6
Emnid,2023-12-09,20.0,,AfD,6
Forsa,2023-12-08,31.0,,CDU/CSU,6
Forsa,2023-12-08,14.0,,SPD,6
Forsa,2023-12-08,13.0,,Grüne,6
Forsa,2023-12-08,5.0,,FDP,6
Forsa,2023-12-08,4.0,,Linke,6
Forsa,2023-12-08,22.0,,AfD,6
Gms,2023-12-08,32.0,,CDU/CSU,6
Gms,2023-12-08,14.0,,SPD,6
Gms,2023-12-08,15.0,,Grüne,6
Gms,2023-12-08,5.0,,FDP,6
Gms,2023-12-08,2.0,,Linke,6
Gms,2023-12-08,22.0,,AfD,6
Insa,2023-12-09,30.0,,CDU/CSU,6
Insa,2023-12-09,16.0,,SPD,6
Insa,2023-12-09,12.5,,Grüne,6
Insa,2023-12-09,6.0,,FDP,6
Insa,2023-12-09,4.0,,Linke,6
Insa,2023-12-09,22.5,,AfD,6
Insa,2023-12-06,30.0,,CDU/CSU,6
Insa,2023-12-06,16.0,,SPD,6
Insa,2023-12-06,12.0,,Grüne,6
Insa,2023-12-06,6.0,,FDP,6
Insa,2023-12-06,4.0,,Linke,6
Insa,2023-12-06,22.0,,AfD,6
Dimap,2023-12-05,32.0,,CDU/CSU,6
Dimap,2023-12-05,14.0,,SPD,6
Dimap,2023-12-05,15.0,,Grüne,6
Dimap,2023-12-05,4.0,,FDP,6
Dimap,2023-12-05,3.0,,Linke,6
Dimap,2023-12-05,21.0,,AfD,6
Yougov,2023-12-03,30.0,,CDU/CSU,6
Yougov,2023-12-03,14.0,,SPD,6
Yougov,2023-12-03,14.0,,Grüne,6
Yougov,2023-12-03,6.0,,FDP,6
Yougov,2023-12-03,4.0,,Linke,6
Yougov,2023-12-03,23.0,,AfD,6
Emnid,2023-12-02,30.0,,CDU/CSU,6
Emnid,2023-12-02,14.0,,SPD,6
Emnid,2023-12-02,17.0,,Grüne,6
Emnid,2023-12-02,4.0,,FDP,6
Emnid,2023-12-02,4.0,,Linke,6
Emnid,2023-12-02,20.0,,AfD,6
Forsa,2023-12-01,30.0,,CDU/CSU,6
Forsa,2023-12-01,14.0,,SPD,6
Forsa,2023-12-01,14.0,,Grüne,6
Forsa,2023-12-01,5.0,,FDP,6
Forsa,2023-12-01,4.0,,Linke,6
Forsa,2023-12-01,22.0,,AfD,6
Insa,2023-12-02,29.5,,CDU/CSU,6
Insa,2023-12-02,15.5,,SPD,6
Insa,2023-12-02,13.0,,Grüne,6
Insa,2023-12-02,6.0,,FDP,6
Insa,2023-12-02,3.5,,Linke,6
Insa,2023-12-02,22.5,,AfD,6
Insa,2023-11-29,30.0,,CDU/CSU,6
Insa,2023-11-29,16.0,,SPD,6
Insa,2023-11-29,13.0,,Grüne,6
Insa,2023-11-29,6.0,,FDP,6
Insa,2023-11-29,3.0,,Linke,6
Insa,2023-11-29,22.0,,AfD,6
Emnid,2023-11-24,29.0,,CDU/CSU,6
Emnid,2023-11-24,17.0,,SPD,6
Emnid,2023-11-24,16.0,,Grüne,6
Emnid,2023-11-24,5.0,,FDP,6
Emnid,2023-11-24,4.0,,Linke,6
Emnid,2023-11-24,19.0,,AfD,6
Forsa,2023-11-24,30.0,,CDU/CSU,6
Forsa,2023-11-24,14.0,,SPD,6
Forsa,2023-11-24,15.0,,Grüne,6
Forsa,2023-11-24,5.0,,FDP,6
Forsa,2023-11-24,4.0,,Linke,6
Forsa,2023-11-24,21.0,,AfD,6
Insa,2023-11-25,30.5,,CDU/CSU,6
Insa,2023-11-25,15.5,,SPD,6
Insa,2023-11-25,12.5,,Grüne,6
Insa,2023-11-25,6.0,,FDP,6
Insa,2023-11-25,4.0,,Linke,6
Insa,2023-11-25,22.0,,AfD,6
Insa,2023-11-22,30.0,,CDU/CSU,6
Insa,2023-11-22,16.0,,SPD,6
Insa,2023-11-22,12.0,,Grüne,6
Insa,2023-11-22,6.0,,FDP,6
Insa,2023-11-22,4.0,,Linke,6
Insa,2023-11-22,22.0,,AfD,6
Politbarometer,2023-11-22,31.0,,CDU/CSU,6
Politbarometer,2023-11-22,15.0,,SPD,6
Politbarometer,2023-11-22,15.0,,Grüne,6
Politbarometer,2023-11-22,5.0,,FDP,6
Politbarometer,2023-11-22,4.0,,Linke,6
Politbarometer,2023-11-22,22.0,,AfD,6
Emnid,2023-11-17,29.0,,CDU/CSU,6
Emnid,2023-11-17,16.0,,SPD,6
Emnid,2023-11-17,17.0,,Grüne,6
Emnid,2023-11-17,5.0,,FDP,6
Emnid,2023-11-17,4.0,,Linke,6
Emnid,2023-11-17,20.0,,AfD,6
Forsa,2023-11-17,30.0,,CDU/CSU,6
Forsa,2023-11-17,15.0,,SPD,6
Forsa,2023-11-17,14.0,,Grüne,6
Forsa,2023-11-17,5.0,,FDP,6
Forsa,2023-11-17,3.0,,Linke,6
Forsa,2023-11-17,21.0,,AfD,6
Insa,2023-11-18,30.0,,CDU/CSU,6
Insa,2023-11-18,16.5,,SPD,6
Insa,2023-11-18,13.0,,Grüne,6
Insa,2023-11-18,5.5,,FDP,6
Insa,2023-11-18,4.5,,Linke,6
Insa,2023-11-18,21.0,,AfD,6
Insa,2023-11-15,30.0,,CDU/CSU,6
Insa,2023-11-15,16.0,,SPD,6
Insa,2023-11-15,13.0,,Grüne,6
Insa,2023-11-15,6.0,,FDP,6
Insa,2023-11-15,4.0,,Linke,6
Insa,2023-11-15,21.0,,AfD,6
Allensbach,2023-11-09,32.0,,CDU/CSU,6
Allensbach,2023-11-09,17.0,,SPD,6
Allensbach,2023-11-09,13.5,,Grüne,6
Allensbach,2023-11-09,6.0,,FDP,6
Allensbach,2023-11-09,3.5,,Linke,6
Allensbach,2023-11-09,19.0,,AfD,6
Emnid,2023-11-11,28.0,,CDU/CSU,6
Emnid,2023-11-11,16.0,,SPD,6
Emnid,2023-11-11,16.0,,Grüne,6
Emnid,2023-11-11,6.0,,FDP,6
Emnid,2023-11-11,4.0,,Linke,6
Emnid,2023-11-11,20.0,,AfD,6
Forsa,2023-11-10,30.0,,CDU/CSU,6
Forsa,2023-11-10,14.0,,SPD,6
Forsa,2023-11-10,14.0,,Grüne,6
Forsa,2023-11-10,5.0,,FDP,6
Forsa,2023-11-10,4.0,,Linke,6
Forsa,2023-11-10,21.0,,AfD,6
Insa,2023-11-11,30.5,,CDU/CSU,6
Insa,2023-11-11,16.5,,SPD,6
Insa,2023-11-11,13.5,,Grüne,6
Insa,2023-11-11,5.0,,FDP,6
Insa,2023-11-11,4.5,,Linke,6
Insa,2023-11-11,21.5,,AfD,6
Insa,2023-11-08,30.0,,CDU/CSU,6
Insa,2023-11-08,17.0,,SPD,6
Insa,2023-11-08,14.0,,Grüne,6
Insa,2023-11-08,5.0,,FDP,6
Insa,2023-11-08,4.0,,Linke,6
Insa,2023-11-08,21.0,,AfD,6
Politbarometer,2023-11-08,30.0,,CDU/CSU,6
Politbarometer,2023-11-08,16.0,,SPD,6
Politbarometer,2023-11-08,15.0,,Grüne,6
Politbarometer,2023-11-08,5.0,,FDP,6
Politbarometer,2023-11-08,4.0,,Linke,6
Politbarometer,2023-11-08,21.0,,AfD,6
Dimap,2023-11-07,30.0,,CDU/CSU,6
Dimap,2023-11-07,15.0,,SPD,6
Dimap,2023-11-07,15.0,,Grüne,6
Dimap,2023-11-07,5.0,,FDP,6
Dimap,2023-11-07,4.0,,Linke,6
Dimap,2023-11-07,21.0,,AfD,6
Emnid,2023-10-31,28.0,,CDU/CSU,6
Emnid,2023-10-31,16.0,,SPD,6
Emnid,2023-10-31,16.0,,Grüne,6
Emnid,2023-10-31,6.0,,FDP,6
Emnid,2023-10-31,4.0,,Linke,6
Emnid,2023-10-31,20.0,,AfD,6
Yougov,2023-11-05,29.0,,CDU/CSU,6
Yougov,2023-11-05,15.0,,SPD,6
Yougov,2023-11-05,15.0,,Grüne,6
Yougov,2023-11-05,5.0,,FDP,6
Yougov,2023-11-05,5.0,,Linke,6
Yougov,2023-11-05,22.0,,AfD,6
Forsa,2023-11-03,29.0,,CDU/CSU,6
Forsa,2023-11-03,15.0,,SPD,6
Forsa,2023-11-03,14.0,,Grüne,6
Forsa,2023-11-03,5.0,,FDP,6
Forsa,2023-11-03,4.0,,Linke,6
Forsa,2023-11-03,21.0,,AfD,6
Insa,2023-11-04,29.5,,CDU/CSU,6
Insa,2023-11-04,16.5,,SPD,6
Insa,2023-11-04,13.5,,Grüne,6
Insa,2023-11-04,5.5,,FDP,6
Insa,2023-11-04,4.5,,Linke,6
Insa,2023-11-04,22.0,,AfD,6
Insa,2023-11-01,30.0,,CDU/CSU,6
Insa,2023-11-01,16.0,,SPD,6
Insa,2023-11-01,13.0,,Grüne,6
Insa,2023-11-01,6.0,,FDP,6
Insa,2023-11-01,4.0,,Linke,6
Insa,2023-11-01,22.0,,AfD,6
Dimap,2023-10-31,30.0,,CDU/CSU,6
Dimap,2023-10-31,16.0,,SPD,6
Dimap,2023-10-31,14.0,,Grüne,6
Dimap,2023-10-31,4.0,,FDP,6
Dimap,2023-10-31,5.0,,Linke,6
Dimap,2023-10-31,22.0,,AfD,6
Forsa,2023-10-27,29.0,,CDU/CSU,6
Forsa,2023-10-27,15.0,,SPD,6
Forsa,2023-10-27,14.0,,Grüne,6
Forsa,2023-10-27,5.0,,FDP,6
Forsa,2023-10-27,3.0,,Linke,6
Forsa,2023-10-27,22.0,,AfD,6
Insa,2023-10-28,30.5,,CDU/CSU,6
Insa,2023-10-28,16.5,,SPD,6
Insa,2023-10-28,13.0,,Grüne,6
Insa,2023-10-28,5.5,,FDP,6
Insa,2023-10-28,4.0,,Linke,6
Insa,2023-10-28,21.0,,AfD,6
Insa,2023-10-25,31.0,,CDU/CSU,6
Insa,2023-10-25,16.0,,SPD,6
Insa,2023-10-25,13.0,,Grüne,6
Insa,2023-10-25,6.0,,FDP,6
Insa,2023-10-25,4.0,,Linke,6
Insa,2023-10-25,21.0,,AfD,6
Emnid,2023-10-22,27.0,,CDU/CSU,6
Emnid,2023-10-22,17.0,,SPD,6
Emnid,2023-10-22,16.0,,Grüne,6
Emnid,2023-10-22,5.0,,FDP,6
Emnid,2023-10-22,4.0,,Linke,6
Emnid,2023-10-22,21.0,,AfD,6
Emnid,2023-10-21,28.0,,CDU/CSU,6
Emnid,2023-10-21,16.0,,SPD,6
Emnid,2023-10-21,16.0,,Grüne,6
Emnid,2023-10-21,5.0,,FDP,6
Emnid,2023-10-21,5.0,,Linke,6
Emnid,2023-10-21,20.0,,AfD,6
Forsa,2023-10-20,31.0,,CDU/CSU,6
Forsa,2023-10-20,14.0,,SPD,6
Forsa,2023-10-20,14.0,,Grüne,6
Forsa,2023-10-20,5.0,,FDP,6
Forsa,2023-10-20,4.0,,Linke,6
Forsa,2023-10-20,21.0,,AfD,6
Insa,2023-10-21,28.5,,CDU/CSU,6
Insa,2023-10-21,16.5,,SPD,6
Insa,2023-10-21,13.0,,Grüne,6
Insa,2023-10-21,5.5,,FDP,6
Insa,2023-10-21,5.0,,Linke,6
Insa,2023-10-21,22.0,,AfD,6
Insa,2023-10-18,29.0,,CDU/CSU,6
Insa,2023-10-18,16.0,,SPD,6
Insa,2023-10-18,13.0,,Grüne,6
Insa,2023-10-18,5.0,,FDP,6
Insa,2023-10-18,5.0,,Linke,6
Insa,2023-10-18,22.0,,AfD,6
Allensbach,2023-10-12,34.0,,CDU/CSU,6
Allensbach,2023-10-12,17.0,,SPD,6
Allensbach,2023-10-12,13.0,,Grüne,6
Allensbach,2023-10-12,5.0,,FDP,6
Allensbach,2023-10-12,3.0,,Linke,6
Allensbach,2023-10-12,19.0,,AfD,6
Politbarometer,2023-10-18,30.0,,CDU/CSU,6
Politbarometer,2023-10-18,15.0,,SPD,6
Politbarometer,2023-10-18,14.0,,Grüne,6
Politbarometer,2023-10-18,5.0,,FDP,6
Politbarometer,2023-10-18,5.0,,Linke,6
Politbarometer,2023-10-18,21.0,,AfD,6
Emnid,2023-10-14,31.0,,CDU/CSU,6
Emnid,2023-10-14,14.0,,SPD,6
Emnid,2023-10-14,15.0,,Grüne,6
Emnid,2023-10-14,5.0,,FDP,6
Emnid,2023-10-14,4.0,,Linke,6
Emnid,2023-10-14,21.0,,AfD,6
Forsa,2023-10-13,32.0,,CDU/CSU,6
Forsa,2023-10-13,14.0,,SPD,6
Forsa,2023-10-13,14.0,,Grüne,6
Forsa,2023-10-13,4.0,,FDP,6
Forsa,2023-10-13,4.0,,Linke,6
Forsa,2023-10-13,21.0,,AfD,6
Insa,2023-10-14,28.0,,CDU/CSU,6
Insa,2023-10-14,16.5,,SPD,6
Insa,2023-10-14,13.0,,Grüne,6
Insa,2023-10-14,6.0,,FDP,6
Insa,2023-10-14,4.5,,Linke,6
Insa,2023-10-14,23.0,,AfD,6
Insa,2023-10-11,28.0,,CDU/CSU,6
Insa,2023-10-11,17.0,,SPD,6
Insa,2023-10-11,13.0,,Grüne,6
Insa,2023-10-11,6.0,,FDP,6
Insa,2023-10-11,5.0,,Linke,6
Insa,2023-10-11,23.0,,AfD,6
Dimap,2023-10-10,29.0,,CDU/CSU,6
Dimap,2023-10-10,15.0,,SPD,6
Dimap,2023-10-10,13.0,,Grüne,6
Dimap,2023-10-10,5.0,,FDP,6
Dimap,2023-10-10,4.0,,Linke,6
Dimap,2023-10-10,23.0,,AfD,6
Emnid,2023-10-03,27.0,,CDU/CSU,6
Emnid,2023-10-03,16.0,,SPD,6
Emnid,2023-10-03,15.0,,Grüne,6
Emnid,2023-10-03,6.0,,FDP,6
Emnid,2023-10-03,5.0,,Linke,6
Emnid,2023-10-03,22.0,,AfD,6
Yougov,2023-10-08,29.0,,CDU/CSU,6
Yougov,2023-10-08,16.0,,SPD,6
Yougov,2023-10-08,15.0,,Grüne,6
Yougov,2023-10-08,5.0,,FDP,6
Yougov,2023-10-08,6.0,,Linke,6
Yougov,2023-10-08,21.0,,AfD,6
Forsa,2023-10-06,28.0,,CDU/CSU,6
Forsa,2023-10-06,18.0,,SPD,6
Forsa,2023-10-06,14.0,,Grüne,6
Forsa,2023-10-06,6.0,,FDP,6
Forsa,2023-10-06,4.0,,Linke,6
Forsa,2023-10-06,20.0,,AfD,6
Insa,2023-10-07,27.0,,CDU/CSU,6
